ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
4,701,น้ำรอด - พ่อตาหินช้าง,428+490,5606 ,926 ,27 ,35 ,108 ,8809 ,1919 ,1665 ,1067 ,2644 ,22806 ,32.83 ,4 ,1273 ,ขท.ชุมพร,ชุมพร
4,702,พ่อตาหินช้าง - วังครก,451+513,5722 ,3963 ,573 ,10 ,76 ,5508 ,1610 ,1654 ,1116 ,2373 ,22605 ,30.84 ,4 ,951 ,ขท.ชุมพร,ชุมพร
4,801,เสียบญวณ - กระบุรี,490+753,3018 ,1360 ,46 ,25 ,15 ,4494 ,390 ,409 ,317 ,304 ,10378 ,13.30 ,14 ,1287 ,ขท.ระนอง,ชุมพร
4,801,เสียบญวณ - กระบุรี,528+103,1465 ,1143 ,101 ,42 ,17 ,4081 ,240 ,290 ,148 ,177 ,7704 ,12.05 ,12 ,1298 ,ขท.ระนอง,ระนอง
4,802,กระบุรี - หงาว,565+823,2088 ,1934 ,93 ,47 ,29 ,1214 ,169 ,370 ,280 ,375 ,6599 ,20.72 ,4 ,1862 ,ขท.ระนอง,ระนอง
4,802,กระบุรี - หงาว,590+103,3091 ,534 ,285 ,45 ,10 ,1193 ,217 ,246 ,180 ,66 ,5867 ,13.09 ,17 ,1005 ,ขท.ระนอง,ระนอง
4,802,กระบุรี - หงาว,608+465,4251 ,2598 ,61 ,81 ,33 ,2088 ,211 ,413 ,100 ,56 ,9892 ,8.24 ,11 ,2758 ,ขท.ระนอง,ระนอง
4,803,หงาว - อ่าวเคย,644+321,690 ,318 ,56 ,14 ,11 ,2465 ,137 ,202 ,49 ,50 ,3992 ,12.20 ,1 ,1093 ,ขท.ระนอง,ระนอง
4,803,หงาว - อ่าวเคย,675+021,598 ,479 ,54 ,8 ,15 ,2013 ,296 ,276 ,84 ,49 ,3872 ,18.88 ,20 ,1208 ,ขท.ระนอง,ระนอง
4,803,หงาว - อ่าวเคย,691+821,774 ,569 ,52 ,5 ,14 ,1506 ,230 ,94 ,89 ,41 ,3374 ,16.79 ,4 ,814 ,ขท.ระนอง,ระนอง
4,901,อ่าวเคย - บางนายสี,711+821,2456 ,114 ,24 ,6 ,22 ,630 ,144 ,112 ,70 ,26 ,3604 ,9.42 ,3 ,1494 ,ขท.พังงา,พังงา
4,901,อ่าวเคย - บางนายสี,741+421,1817 ,264 ,50 ,48 ,48 ,938 ,223 ,282 ,284 ,115 ,4069 ,29.31 ,26 ,1485 ,ขท.พังงา,พังงา
4,901,อ่าวเคย - บางนายสี,762+021,1304 ,660 ,39 ,25 ,20 ,865 ,613 ,623 ,158 ,103 ,4410 ,36.31 ,27 ,1452 ,ขท.พังงา,พังงา
4,902,ตะกั่วป่า - บางสัก,770+127,5704 ,5453 ,400 ,514 ,161 ,1110 ,580 ,454 ,348 ,282 ,15006 ,16.52 ,199 ,2708 ,ขท.พังงา,พังงา
4,903,คลองบางดินสอ - นาเหนือ,874+208,3284 ,2073 ,164 ,174 ,181 ,2292 ,977 ,455 ,422 ,416 ,10438 ,21.07 ,16 ,1362 ,ขท.พังงา,พังงา
4,903,คลองบางดินสอ - นาเหนือ,900+727,396 ,117 ,5 ,0 ,6 ,13 ,19 ,14 ,0 ,18 ,588 ,7.25 ,8 ,229 ,ขท.พังงา,พังงา
4,904,นาเหนือ - เขาคราม,925+127,3521 ,2945 ,86 ,70 ,100 ,4290 ,329 ,399 ,338 ,258 ,12336 ,12.32 ,42 ,2763 ,ขท.พังงา,กระบี่
4,904,นาเหนือ - เขาคราม,941+327,3963 ,2924 ,161 ,67 ,89 ,4728 ,302 ,325 ,240 ,180 ,12979 ,9.49 ,47 ,3240 ,ขท.พังงา,กระบี่
4,1001,บางสัก - ท้ายเหมือง,825+553,2349 ,1918 ,72 ,20 ,50 ,1909 ,104 ,83 ,32 ,21 ,6558 ,5.24 ,4 ,1646 ,ขท.ภูเก็ต,พังงา
4,1002,ท้ายเหมือง - คลองบางดินสอ,837+753,4243 ,1801 ,125 ,26 ,99 ,4298 ,218 ,271 ,193 ,249 ,11523 ,9.40 ,12 ,1257 ,ขท.ภูเก็ต,พังงา
4,1002,ท้ายเหมือง - คลองบางดินสอ,844+250,4359 ,3060 ,121 ,41 ,92 ,5435 ,241 ,317 ,206 ,264 ,14136 ,8.77 ,21 ,1266 ,ขท.ภูเก็ต,พังงา
4,1102,ตลาดเก่า - คลองท่อม,980+300,7763 ,7098 ,386 ,245 ,261 ,7766 ,333 ,252 ,109 ,33 ,24246 ,5.00 ,0 ,4846 ,ขท.กระบี่,กระบี่
4,1103,คลองท่อม - นาวง,1010+765,6572 ,4128 ,151 ,39 ,78 ,2074 ,402 ,179 ,346 ,118 ,14087 ,9.68 ,8 ,1995 ,ขท.กระบี่,กระบี่
4,1103,คลองท่อม - นาวง,1016+865,4924 ,3547 ,174 ,535 ,94 ,1469 ,272 ,161 ,211 ,167 ,11554 ,13.58 ,3 ,2034 ,ขท.กระบี่,กระบี่
4,1103,คลองท่อม - นาวง,1046+265,2877 ,337 ,17 ,23 ,80 ,999 ,137 ,177 ,220 ,211 ,5078 ,16.80 ,0 ,2110 ,ขท.กระบี่,กระบี่
4,1201,นาวง - ห้วยยอด,1062+265,2894 ,846 ,22 ,49 ,29 ,2228 ,124 ,175 ,108 ,86 ,6561 ,7.26 ,18 ,2326 ,ขท.ตรัง,ตรัง
4,1201,นาวง - ห้วยยอด,1076+665,2416 ,1133 ,9 ,15 ,4 ,3575 ,146 ,151 ,58 ,41 ,7548 ,5.93 ,3 ,2774 ,ขท.ตรัง,ตรัง
4,1202,ห้วยยอด - ลำภูรา,1095+200,2196 ,519 ,5 ,4 ,5 ,2266 ,107 ,41 ,20 ,24 ,5187 ,3.37 ,21 ,1787 ,ขท.ตรัง,ตรัง
4,1203,ลำภูรา - ตรัง,1099+615,8309 ,8107 ,246 ,243 ,217 ,8856 ,388 ,284 ,247 ,255 ,27152 ,6.49 ,73 ,6432 ,ขท.ตรัง,ตรัง
4,1204,ตรัง - เขาพับผ้า,1115+547,7819 ,2749 ,28 ,86 ,52 ,7960 ,267 ,180 ,212 ,170 ,19523 ,5.39 ,22 ,6398 ,ขท.ตรัง,ตรัง
4,1301,เขาพับผ้า - พัทลุง,1144+104,3427 ,1312 ,53 ,56 ,67 ,4079 ,250 ,145 ,106 ,143 ,9638 ,8.17 ,20 ,1231 ,ขท.พัทลุง,พัทลุง
4,1301,เขาพับผ้า - พัทลุง,1160+640,6297 ,1812 ,90 ,75 ,89 ,6949 ,569 ,219 ,127 ,218 ,16445 ,7.20 ,23 ,2767 ,ขท.พัทลุง,พัทลุง
4,1302,พัทลุง - นาโหนด,1173+259,6270 ,6008 ,136 ,119 ,95 ,4254 ,4056 ,4487 ,4250 ,4577 ,34252 ,50.90 ,5 ,3889 ,ขท.พัทลุง,พัทลุง
4,1304,ห้วยทราย - พรุพ้อ,1205+559,8078 ,7804 ,114 ,76 ,194 ,11620 ,1665 ,1859 ,1819 ,2177 ,35406 ,21.27 ,2 ,3284 ,ขท.พัทลุง,พัทลุง
4,1401,พรุพ้อ - เนินพิชัย,1220+559,10835 ,11243 ,1414 ,1248 ,976 ,2297 ,2307 ,2449 ,2501 ,2314 ,37584 ,30.86 ,413 ,4928 ,ขท.สงขลาที่ 1,สงขลา
4,1401,พรุพ้อ - เนินพิชัย,1230+459,8185 ,8344 ,1342 ,860 ,790 ,1789 ,1678 ,1815 ,1836 ,1596 ,28235 ,29.78 ,366 ,4346 ,ขท.สงขลาที่ 1,สงขลา
4,1402,เนินพิชัย - คลองหวะ,1250+759,11220 ,7529 ,458 ,421 ,129 ,11825 ,1368 ,1229 ,992 ,891 ,36062 ,12.71 ,2 ,1409 ,ขท.สงขลาที่ 1,สงขลา
4,1402,เนินพิชัย - คลองหวะ,1253+359,10054 ,5443 ,165 ,111 ,104 ,11223 ,1302 ,1452 ,586 ,396 ,30836 ,11.23 ,4 ,6624 ,ขท.สงขลาที่ 1,สงขลา
4,1403,คลองหวะ - พังลา,1260+942,11106 ,5861 ,463 ,19 ,116 ,7575 ,637 ,360 ,300 ,1100 ,27537 ,9.68 ,3 ,9433 ,ขท.สงขลาที่ 1,สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา(เขตแดนไทย/มาเลเซีย),1280+042,4332 ,2221 ,96 ,60 ,69 ,6084 ,385 ,336 ,228 ,1810 ,15621 ,19.10 ,8 ,3345 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา(เขตแดนไทย/มาเลเซีย),1300+842,2875 ,2724 ,124 ,71 ,92 ,3936 ,300 ,241 ,175 ,1687 ,12225 ,19.12 ,12 ,3184 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
5,200,ทางยกระดับอนุสรณ์สถาน - รังสิต,23+747,12100 ,6478 ,0 ,0 ,642 ,7759 ,949 ,641 ,0 ,0 ,28569 ,6.68 ,0 ,0 ,ขท.ปทุมธานี,ปทุมธานี
7,103,แขวงคลองสองต้นนุ่น - พิมพา,17+000,81485 ,48871 ,0 ,4804 ,1921 ,57842 ,31205 ,21634 ,3852 ,10729 ,262343 ,28.74 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
7,103,แขวงคลองสองต้นนุ่น - พิมพา,25+900,67281 ,69407 ,0 ,2123 ,5794 ,58867 ,12034 ,7785 ,11762 ,10595 ,245648 ,20.04 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,สมุทรปราการ
7,104,พิมพา - หนองข้างคอก,45+400,33207 ,24557 ,0 ,750 ,566 ,22084 ,12987 ,6698 ,5772 ,5886 ,112507 ,27.25 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,104,พิมพา - หนองข้างคอก,67+900,30216 ,22728 ,0 ,526 ,667 ,33806 ,14009 ,7205 ,6389 ,9745 ,125291 ,32.73 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองข้างคอก - ตะเคียนเตี้ย,79+258,22098 ,15675 ,15 ,20 ,1169 ,13977 ,8287 ,8345 ,7595 ,29 ,77210 ,32.90 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองข้างคอก - ตะเคียนเตี้ย,89+344,25342 ,16709 ,16 ,15 ,1288 ,14817 ,7363 ,7724 ,8735 ,23 ,82032 ,31.09 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองข้างคอก - ตะเคียนเตี้ย,105+144,23463 ,15479 ,16 ,13 ,1023 ,13278 ,7374 ,6165 ,7509 ,21 ,74341 ,29.94 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,106,ตะเคียนเตี้ย - พลา,123+000,11320 ,6284 ,201 ,135 ,144 ,2589 ,281 ,175 ,154 ,101 ,21384 ,4.42 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,107,ทางต่างระดับบางควาย - ทางต่างระดับบางวัว,2+300,8147 ,4116 ,0 ,120 ,202 ,7919 ,3945 ,1027 ,804 ,2483 ,28763 ,29.30 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,108,ทางต่างระดับคีรี - ทางต่างระดับหนองข้างคอก,2+000,14523 ,15703 ,17 ,12 ,891 ,15237 ,8146 ,7539 ,8353 ,28 ,70449 ,35.13 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,109,ทางต่างระดับหนองขาม - ท่าเรือแหลมฉบัง,4+000,10768 ,12383 ,14 ,8 ,384 ,9898 ,6054 ,6398 ,8813 ,36 ,54756 ,39.99 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ชลบุรี
9,102,บางแค - คลองมหาสวัสดิ์,20+430,53931 ,52807 ,0 ,0 ,295 ,43268 ,3666 ,3942 ,3125 ,3095 ,164129 ,8.02 ,0 ,0 ,ขท.ธนบุรี,กรุงเทพมหานคร
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,36+594,105075 ,25916 ,0 ,0 ,5071 ,31634 ,4225 ,9468 ,2307 ,2236 ,185932 ,12.76 ,0 ,0 ,ขท.นนทบุรี,นนทบุรี
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,40+800,108711 ,17690 ,0 ,0 ,5058 ,25110 ,3940 ,3614 ,3373 ,2305 ,169801 ,11.33 ,0 ,0 ,ขท.นนทบุรี,นนทบุรี
9,202,คลองบางไผ่ - คลองบางหลวง,47+744,79078 ,31378 ,0 ,0 ,10758 ,12593 ,7800 ,5424 ,4579 ,4339 ,155949 ,20.64 ,0 ,0 ,ขท.นนทบุรี,นนทบุรี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,64+069,13947 ,4416 ,4266 ,4449 ,4927 ,7456 ,9201 ,10412 ,10556 ,10636 ,80266 ,62.19 ,141 ,3126 ,ขท.ปทุมธานี,ปทุมธานี
9,302,ต่างระดับเชียงรากน้อย - ต่างระดับบางปะอิน,78+099,14827 ,4946 ,4379 ,4775 ,4681 ,7585 ,10063 ,9627 ,9563 ,9124 ,79570 ,59.74 ,144 ,3447 ,ขท.ปทุมธานี,ปทุมธานี
9,401,บางปะอิน - แขวงรามอินทรา,1+500,46806 ,22886 ,409 ,341 ,478 ,62422 ,10256 ,4920 ,6559 ,5715 ,160792 ,17.44 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,พระนครศรีอยุธยา
9,401,บางปะอิน - แขวงรามอินทรา,20+500,44019 ,25691 ,445 ,385 ,420 ,57280 ,10094 ,5260 ,6223 ,5363 ,155180 ,16.93 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,ปทุมธานี
9,402,แขวงรามอินทรา - บางพลี,59+500,74403 ,13096 ,0 ,0 ,332 ,15734 ,4251 ,4625 ,726 ,4646 ,117813 ,14.07 ,0 ,0 ,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
11,201,ช่องแค - ตากฟ้า,16+800,1962 ,1391 ,33 ,6 ,7 ,2784 ,345 ,480 ,599 ,458 ,8065 ,21.95 ,1 ,187 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,201,ช่องแค - ตากฟ้า,38+850,2031 ,688 ,26 ,0 ,11 ,2758 ,348 ,553 ,529 ,349 ,7293 ,24.76 ,7 ,559 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,202,ตากฟ้า - ไดตาล,71+000,1340 ,322 ,1 ,11 ,12 ,2636 ,307 ,367 ,1212 ,782 ,6990 ,37.63 ,0 ,298 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,99+500,2247 ,1177 ,22 ,29 ,21 ,2687 ,507 ,579 ,1495 ,99 ,8863 ,31.11 ,2 ,786 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,111+650,1382 ,1164 ,10 ,11 ,10 ,3129 ,339 ,500 ,694 ,466 ,7705 ,25.87 ,9 ,729 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,301,หนองกลับ - เขาทราย,122+100,1889 ,1676 ,0 ,9 ,17 ,1469 ,553 ,240 ,240 ,144 ,6237 ,18.04 ,39 ,911 ,ขท.พิจิตร,พิจิตร
11,302,เขาทราย - สากเหล็ก,143+294,2343 ,1349 ,19 ,13 ,33 ,2604 ,472 ,517 ,506 ,752 ,8608 ,26.38 ,13 ,1068 ,ขท.พิจิตร,พิจิตร
11,401,สากเหล็ก - กกไม้แดง,186+983,4066 ,1591 ,102 ,62 ,66 ,608 ,675 ,557 ,1166 ,893 ,9786 ,35.48 ,100 ,1376 ,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,402,กกไม้แดง - บ้านป่า,210+841,3369 ,3078 ,62 ,0 ,190 ,6190 ,708 ,1133 ,836 ,179 ,15745 ,19.14 ,28 ,2331 ,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,403,บ้านป่า - นาอิน,236+235,5421 ,3259 ,28 ,37 ,255 ,6342 ,729 ,635 ,702 ,291 ,17699 ,15.12 ,30 ,1177 ,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,501,นาอิน - ชัยมงคล,276+099,4551 ,3261 ,9 ,4 ,58 ,3524 ,702 ,689 ,810 ,788 ,14396 ,17.35 ,8 ,111 ,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,502,ชัยมงคล - บึงหลัก,316+698,7673 ,1356 ,89 ,30 ,63 ,4166 ,778 ,465 ,465 ,625 ,15710 ,15.71 ,15 ,889 ,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,503,บึงหลัก - หนองน้ำเขียว,328+826,4496 ,1476 ,3 ,4 ,61 ,6335 ,699 ,426 ,439 ,550 ,14489 ,11.36 ,3 ,1009 ,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,503,บึงหลัก - หนองน้ำเขียว,351+340,2269 ,834 ,121 ,2 ,61 ,3317 ,458 ,304 ,340 ,553 ,8259 ,20.25 ,3 ,143 ,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,601,หนองน้ำเขียว - ปางเคาะ,369+006,2959 ,2354 ,98 ,57 ,77 ,5559 ,604 ,470 ,454 ,196 ,12828 ,15.25 ,0 ,2473 ,ขท.แพร่,แพร่
11,601,หนองน้ำเขียว - ปางเคาะ,374+406,2114 ,1335 ,66 ,50 ,41 ,1411 ,370 ,342 ,272 ,62 ,6063 ,18.50 ,0 ,1352 ,ขท.แพร่,แพร่
11,602,ปางเคาะ - ปางมะโอ,412+009,1507 ,1101 ,42 ,38 ,33 ,1829 ,276 ,141 ,63 ,43 ,5073 ,10.89 ,0 ,1005 ,ขท.แพร่,แพร่
11,701,ปางมะโอ - ป่าขาม,425+509,1897 ,406 ,8 ,8 ,81 ,2740 ,413 ,281 ,131 ,154 ,6119 ,17.39 ,9 ,589 ,ขท.ลำปางที่ 1,ลำปาง
11,701,ปางมะโอ - ป่าขาม,453+219,8667 ,1055 ,61 ,0 ,216 ,9060 ,559 ,606 ,730 ,568 ,21522 ,14.43 ,22 ,3621 ,ขท.ลำปางที่ 1,ลำปาง
11,702,แยกภาคเหนือ - ขุนตาน,469+099,9903 ,1908 ,252 ,101 ,351 ,6330 ,1990 ,1751 ,1934 ,1317 ,25837 ,26.27 ,38 ,3049 ,ขท.ลำปางที่ 1,ลำปาง
11,800,ขุนตาน - อุโมงค์,526+949,10244 ,4261 ,496 ,288 ,673 ,6541 ,1995 ,1318 ,1072 ,599 ,27487 ,21.54 ,0 ,4337 ,ขท.ลำพูน,ลำพูน
11,800,ขุนตาน - อุโมงค์,532+949,10953 ,6142 ,444 ,200 ,667 ,5272 ,2443 ,2002 ,1376 ,964 ,30463 ,24.80 ,0 ,3725 ,ขท.ลำพูน,ลำพูน
11,900,อุโมงค์ - รินคำ,543+850,25961 ,10899 ,2911 ,2620 ,2738 ,6150 ,3716 ,3130 ,1782 ,2515 ,62422 ,26.49 ,688 ,5872 ,ขท.เชียงใหม่ที่ 2,เชียงใหม่
11,900,อุโมงค์ - รินคำ,551+500,21756 ,13682 ,2844 ,2238 ,3042 ,10061 ,4183 ,3688 ,2612 ,3044 ,67150 ,22.60 ,782 ,6506 ,ขท.เชียงใหม่ที่ 2,เชียงใหม่
12,100,กลางสะพานมิตรภาพที่แม่สอด(เขตแดนไทย/พม่า) - แม่ละเมา,10+015,5667 ,445 ,33 ,32 ,20 ,3360 ,481 ,210 ,273 ,187 ,10708 ,10.24 ,199 ,3110 ,ขท.ตากที่ 2 (แม่สอด),ตาก
12,201,แม่ละเมา - ตาก,56+405,1788 ,948 ,18 ,17 ,18 ,1791 ,287 ,120 ,187 ,617 ,5791 ,20.94 ,5 ,556 ,ขท.ตากที่ 1,ตาก
12,202,ตาก - หนองเสือ,114+630,1425 ,1042 ,14 ,33 ,9 ,2034 ,139 ,116 ,139 ,131 ,5082 ,13.30 ,7 ,893 ,ขท.ตากที่ 1,ตาก
12,203,หนองเสือ - วังวน,151+480,2306 ,3170 ,358 ,217 ,178 ,417 ,283 ,252 ,251 ,246 ,7678 ,16.65 ,53 ,768 ,ขท.ตากที่ 1,สุโขทัย
12,302,เมืองเก่า - สุโขทัย,168+980,8712 ,3136 ,299 ,182 ,107 ,342 ,168 ,480 ,152 ,185 ,13763 ,9.82 ,60 ,6416 ,ขท.สุโขทัย,สุโขทัย
12,303,สุโขทัย - บ้านกร่าง,184+769,4905 ,4593 ,196 ,200 ,221 ,226 ,272 ,258 ,256 ,244 ,11371 ,10.43 ,263 ,3685 ,ขท.สุโขทัย,สุโขทัย
12,401,บ้านกร่าง - พิษณุโลก,198+000,3190 ,3357 ,1241 ,1294 ,673 ,2063 ,835 ,656 ,542 ,472 ,14323 ,30.57 ,302 ,1823 ,ขท.พิษณุโลกที่ 1,สุโขทัย
12,401,บ้านกร่าง - พิษณุโลก,218+546,6303 ,6554 ,265 ,229 ,255 ,2700 ,632 ,441 ,370 ,289 ,18038 ,11.38 ,281 ,3118 ,ขท.พิษณุโลกที่ 1,พิษณุโลก
12,402,พิษณุโลก - ร้องโพธิ์,232+609,42913 ,35211 ,550 ,390 ,363 ,21777 ,892 ,512 ,148 ,65 ,102821 ,1.92 ,186 ,23815 ,ขท.พิษณุโลกที่ 1,พิษณุโลก
12,501,ร้องโพธิ์ - วังทอง,247+513,6304 ,5738 ,86 ,0 ,279 ,12687 ,888 ,1245 ,915 ,171 ,28313 ,12.28 ,28 ,2738 ,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
